filename,true,pred
blues.00000.1.wav,blues,rock
blues.00000.4.wav,blues,rock
blues.00001.3.wav,blues,reggae
blues.00001.4.wav,blues,reggae
blues.00002.1.wav,blues,rock
blues.00002.7.wav,blues,rock
blues.00003.2.wav,blues,country
blues.00003.4.wav,blues,reggae
blues.00004.0.wav,blues,rock
blues.00004.7.wav,blues,reggae
blues.00005.8.wav,blues,jazz
blues.00006.2.wav,blues,jazz
blues.00006.4.wav,blues,hiphop
blues.00008.0.wav,blues,rock
blues.00008.7.wav,blues,country
blues.00009.5.wav,blues,jazz
blues.00009.8.wav,blues,jazz
blues.00010.5.wav,blues,jazz
blues.00010.6.wav,blues,hiphop
blues.00012.1.wav,blues,jazz
blues.00015.6.wav,blues,country
blues.00016.0.wav,blues,country
blues.00016.6.wav,blues,country
blues.00018.7.wav,blues,jazz
blues.00018.9.wav,blues,jazz
blues.00019.1.wav,blues,jazz
blues.00020.0.wav,blues,jazz
blues.00020.1.wav,blues,jazz
blues.00020.5.wav,blues,jazz
blues.00026.9.wav,blues,jazz
blues.00046.6.wav,blues,reggae
blues.00048.4.wav,blues,metal
blues.00050.2.wav,blues,metal
blues.00051.0.wav,blues,metal
blues.00052.0.wav,blues,reggae
blues.00054.0.wav,blues,metal
blues.00054.6.wav,blues,metal
blues.00055.3.wav,blues,country
blues.00055.5.wav,blues,hiphop
blues.00056.3.wav,blues,reggae
blues.00056.5.wav,blues,hiphop
blues.00056.6.wav,blues,country
blues.00057.3.wav,blues,rock
blues.00059.2.wav,blues,metal
blues.00060.0.wav,blues,metal
blues.00061.2.wav,blues,metal
blues.00061.4.wav,blues,metal
blues.00064.2.wav,blues,metal
blues.00064.5.wav,blues,metal
blues.00064.6.wav,blues,metal
blues.00064.7.wav,blues,metal
blues.00065.4.wav,blues,metal
blues.00066.1.wav,blues,reggae
blues.00066.3.wav,blues,rock
blues.00067.4.wav,blues,reggae
blues.00068.1.wav,blues,rock
blues.00068.3.wav,blues,country
blues.00068.6.wav,blues,rock
blues.00069.0.wav,blues,jazz
blues.00069.9.wav,blues,rock
blues.00070.0.wav,blues,rock
blues.00070.1.wav,blues,reggae
blues.00070.2.wav,blues,rock
blues.00071.9.wav,blues,rock
blues.00072.5.wav,blues,rock
blues.00072.7.wav,blues,metal
blues.00073.3.wav,blues,rock
blues.00073.8.wav,blues,country
blues.00074.2.wav,blues,disco
blues.00074.7.wav,blues,disco
blues.00076.3.wav,blues,metal
blues.00077.1.wav,blues,disco
blues.00077.2.wav,blues,disco
blues.00077.9.wav,blues,rock
blues.00078.2.wav,blues,rock
blues.00079.1.wav,blues,metal
blues.00079.4.wav,blues,metal
blues.00079.5.wav,blues,rock
blues.00080.4.wav,blues,country
blues.00080.5.wav,blues,rock
blues.00081.2.wav,blues,metal
blues.00081.5.wav,blues,rock
blues.00081.8.wav,blues,jazz
blues.00083.1.wav,blues,rock
blues.00083.9.wav,blues,rock
blues.00084.0.wav,blues,rock
blues.00084.8.wav,blues,disco
blues.00084.9.wav,blues,rock
blues.00085.9.wav,blues,country
blues.00088.0.wav,blues,country
blues.00089.2.wav,blues,country
blues.00089.7.wav,blues,country
blues.00089.9.wav,blues,country
