filename,true,pred
blues.00001.0.wav,blues,reggae
blues.00001.1.wav,blues,country
blues.00001.3.wav,blues,reggae
blues.00001.4.wav,blues,reggae
blues.00001.6.wav,blues,country
blues.00001.7.wav,blues,country
blues.00001.8.wav,blues,country
blues.00001.9.wav,blues,country
blues.00002.9.wav,blues,rock
blues.00014.0.wav,blues,jazz
blues.00014.1.wav,blues,jazz
blues.00014.2.wav,blues,jazz
blues.00020.0.wav,blues,jazz
blues.00020.1.wav,blues,jazz
blues.00020.2.wav,blues,jazz
blues.00020.3.wav,blues,country
blues.00020.4.wav,blues,jazz
blues.00020.5.wav,blues,jazz
blues.00020.8.wav,blues,jazz
blues.00020.9.wav,blues,jazz
blues.00021.3.wav,blues,jazz
blues.00023.7.wav,blues,jazz
blues.00037.5.wav,blues,reggae
blues.00037.6.wav,blues,jazz
blues.00051.0.wav,blues,metal
blues.00051.4.wav,blues,metal
blues.00051.6.wav,blues,metal
blues.00051.7.wav,blues,disco
blues.00051.8.wav,blues,rock
blues.00051.9.wav,blues,rock
blues.00052.0.wav,blues,reggae
blues.00052.1.wav,blues,reggae
blues.00052.2.wav,blues,reggae
blues.00052.3.wav,blues,reggae
blues.00052.4.wav,blues,reggae
blues.00052.5.wav,blues,reggae
blues.00052.6.wav,blues,reggae
blues.00052.9.wav,blues,reggae
blues.00060.0.wav,blues,metal
blues.00060.1.wav,blues,metal
blues.00060.2.wav,blues,metal
blues.00063.1.wav,blues,rock
blues.00063.3.wav,blues,rock
blues.00063.6.wav,blues,rock
blues.00063.7.wav,blues,rock
blues.00071.3.wav,blues,metal
blues.00071.4.wav,blues,metal
blues.00071.5.wav,blues,rock
blues.00071.9.wav,blues,rock
blues.00074.3.wav,blues,hiphop
blues.00074.4.wav,blues,metal
blues.00074.7.wav,blues,hiphop
blues.00074.9.wav,blues,hiphop
blues.00084.0.wav,blues,rock
blues.00084.1.wav,blues,rock
blues.00084.3.wav,blues,rock
blues.00086.0.wav,blues,reggae
blues.00086.1.wav,blues,reggae
blues.00086.3.wav,blues,reggae
blues.00086.4.wav,blues,reggae
blues.00086.5.wav,blues,reggae
blues.00091.0.wav,blues,country
blues.00091.1.wav,blues,country
blues.00091.3.wav,blues,country
blues.00091.4.wav,blues,country
blues.00091.5.wav,blues,country
blues.00091.6.wav,blues,country
blues.00091.7.wav,blues,country
blues.00091.9.wav,blues,country
blues.00092.2.wav,blues,reggae
blues.00092.4.wav,blues,reggae
blues.00092.5.wav,blues,reggae
blues.00092.6.wav,blues,reggae
classical.00004.3.wav,classical,jazz
classical.00034.6.wav,classical,jazz
classical.00036.2.wav,classical,jazz
classical.00043.4.wav,classical,jazz
classical.00043.9.wav,classical,jazz
classical.00061.0.wav,classical,jazz
classical.00061.1.wav,classical,country
classical.00061.6.wav,classical,jazz
classical.00095.5.wav,classical,jazz
country.00000.1.wav,country,pop
country.00000.3.wav,country,pop
country.00000.6.wav,country,pop
country.00000.7.wav,country,pop
country.00000.8.wav,country,pop
country.00001.6.wav,country,jazz
country.00001.7.wav,country,jazz
country.00001.8.wav,country,jazz
country.00001.9.wav,country,jazz
country.00016.0.wav,country,jazz
country.00016.1.wav,country,jazz
country.00016.2.wav,country,jazz
country.00016.3.wav,country,jazz
country.00016.4.wav,country,jazz
country.00016.5.wav,country,jazz
country.00023.0.wav,country,jazz
country.00023.1.wav,country,jazz
country.00023.7.wav,country,jazz
country.00023.8.wav,country,jazz
country.00031.5.wav,country,classical
country.00031.7.wav,country,classical
country.00037.4.wav,country,rock
country.00043.0.wav,country,rock
country.00043.2.wav,country,rock
country.00043.8.wav,country,disco
country.00052.5.wav,country,reggae
country.00052.8.wav,country,blues
country.00054.1.wav,country,blues
country.00054.2.wav,country,rock
country.00054.7.wav,country,rock
country.00055.1.wav,country,rock
country.00055.3.wav,country,rock
country.00055.4.wav,country,rock
country.00055.6.wav,country,rock
country.00055.7.wav,country,rock
country.00055.9.wav,country,rock
country.00067.1.wav,country,blues
country.00067.2.wav,country,blues
country.00067.3.wav,country,blues
country.00067.4.wav,country,blues
country.00067.6.wav,country,blues
country.00067.7.wav,country,blues
country.00067.9.wav,country,blues
country.00068.8.wav,country,blues
country.00068.9.wav,country,blues
country.00069.0.wav,country,classical
country.00069.1.wav,country,blues
country.00069.2.wav,country,blues
country.00069.3.wav,country,blues
country.00069.5.wav,country,blues
country.00069.6.wav,country,blues
country.00074.9.wav,country,blues
country.00089.3.wav,country,reggae
country.00089.4.wav,country,reggae
country.00089.5.wav,country,reggae
country.00089.6.wav,country,jazz
country.00089.8.wav,country,reggae
country.00089.9.wav,country,reggae
country.00090.0.wav,country,rock
country.00090.1.wav,country,rock
country.00090.2.wav,country,blues
