filename,true,pred
blues.00000.1.wav,blues,disco
blues.00000.4.wav,blues,rock
blues.00001.3.wav,blues,reggae
blues.00001.4.wav,blues,reggae
blues.00005.8.wav,blues,jazz
blues.00006.2.wav,blues,country
blues.00008.0.wav,blues,rock
blues.00009.5.wav,blues,jazz
blues.00010.5.wav,blues,classical
blues.00016.6.wav,blues,country
blues.00018.7.wav,blues,jazz
blues.00026.9.wav,blues,jazz
blues.00037.2.wav,blues,reggae
blues.00046.6.wav,blues,reggae
blues.00048.9.wav,blues,rock
blues.00054.0.wav,blues,metal
blues.00055.5.wav,blues,reggae
blues.00056.4.wav,blues,reggae
blues.00060.0.wav,blues,metal
blues.00066.3.wav,blues,disco
blues.00070.1.wav,blues,rock
blues.00074.2.wav,blues,country
blues.00079.5.wav,blues,metal
blues.00085.0.wav,blues,country
blues.00085.9.wav,blues,country
blues.00087.8.wav,blues,reggae
blues.00089.7.wav,blues,country
blues.00095.5.wav,blues,hiphop
blues.00098.2.wav,blues,rock
blues.00098.4.wav,blues,disco
blues.00099.8.wav,blues,reggae
classical.00023.0.wav,classical,jazz
classical.00029.0.wav,classical,jazz
classical.00035.5.wav,classical,jazz
classical.00036.2.wav,classical,jazz
classical.00037.0.wav,classical,country
classical.00045.9.wav,classical,jazz
classical.00052.3.wav,classical,rock
classical.00052.7.wav,classical,rock
classical.00056.8.wav,classical,rock
classical.00057.6.wav,classical,pop
classical.00059.7.wav,classical,jazz
classical.00060.2.wav,classical,jazz
classical.00062.3.wav,classical,jazz
classical.00062.4.wav,classical,jazz
country.00000.2.wav,country,rock
country.00007.0.wav,country,hiphop
country.00010.4.wav,country,reggae
country.00011.6.wav,country,pop
country.00014.9.wav,country,pop
country.00015.6.wav,country,jazz
country.00016.3.wav,country,jazz
country.00030.6.wav,country,jazz
country.00032.6.wav,country,jazz
country.00033.0.wav,country,reggae
country.00034.5.wav,country,reggae
country.00034.6.wav,country,pop
country.00034.7.wav,country,disco
country.00036.7.wav,country,classical
country.00043.0.wav,country,rock
country.00045.7.wav,country,pop
country.00051.3.wav,country,jazz
country.00059.0.wav,country,blues
country.00059.1.wav,country,blues
country.00059.6.wav,country,blues
country.00062.2.wav,country,disco
country.00062.4.wav,country,disco
country.00064.3.wav,country,jazz
country.00067.1.wav,country,blues
country.00069.5.wav,country,blues
country.00075.9.wav,country,metal
country.00086.4.wav,country,blues
country.00089.4.wav,country,blues
country.00091.8.wav,country,reggae
country.00092.6.wav,country,metal
country.00095.3.wav,country,blues
country.00095.4.wav,country,blues
country.00097.2.wav,country,rock
country.00099.3.wav,country,rock
country.00099.7.wav,country,rock
