filename,true,pred
blues.00000.4.wav,blues,rock
blues.00001.3.wav,blues,rock
blues.00001.4.wav,blues,reggae
blues.00003.4.wav,blues,reggae
blues.00004.0.wav,blues,jazz
blues.00005.8.wav,blues,jazz
blues.00006.2.wav,blues,jazz
blues.00008.0.wav,blues,rock
blues.00008.7.wav,blues,country
blues.00009.5.wav,blues,jazz
blues.00010.5.wav,blues,jazz
blues.00015.6.wav,blues,country
blues.00016.0.wav,blues,jazz
blues.00016.6.wav,blues,country
blues.00018.7.wav,blues,jazz
blues.00020.0.wav,blues,jazz
blues.00020.1.wav,blues,jazz
blues.00020.5.wav,blues,jazz
blues.00026.9.wav,blues,jazz
blues.00029.5.wav,blues,reggae
blues.00041.3.wav,blues,metal
blues.00046.6.wav,blues,reggae
blues.00051.0.wav,blues,metal
blues.00052.0.wav,blues,reggae
blues.00054.0.wav,blues,metal
blues.00055.5.wav,blues,hiphop
blues.00056.0.wav,blues,country
blues.00056.5.wav,blues,hiphop
blues.00056.6.wav,blues,country
blues.00060.0.wav,blues,metal
blues.00064.2.wav,blues,metal
blues.00064.5.wav,blues,metal
blues.00064.6.wav,blues,metal
blues.00064.7.wav,blues,metal
blues.00066.1.wav,blues,reggae
blues.00068.1.wav,blues,rock
blues.00068.3.wav,blues,country
blues.00068.6.wav,blues,metal
blues.00070.1.wav,blues,rock
blues.00070.2.wav,blues,rock
blues.00071.9.wav,blues,rock
blues.00074.7.wav,blues,disco
blues.00076.3.wav,blues,metal
blues.00076.9.wav,blues,metal
blues.00077.1.wav,blues,disco
blues.00079.4.wav,blues,metal
blues.00079.5.wav,blues,country
blues.00081.2.wav,blues,metal
blues.00081.8.wav,blues,classical
blues.00084.0.wav,blues,disco
blues.00085.0.wav,blues,country
blues.00085.9.wav,blues,country
blues.00086.0.wav,blues,rock
blues.00088.0.wav,blues,country
blues.00089.2.wav,blues,country
blues.00089.7.wav,blues,reggae
blues.00089.9.wav,blues,country
blues.00093.9.wav,blues,jazz
blues.00095.9.wav,blues,country
blues.00096.4.wav,blues,jazz
blues.00098.2.wav,blues,metal
blues.00098.4.wav,blues,rock
blues.00099.8.wav,blues,reggae
classical.00035.5.wav,classical,blues
classical.00036.2.wav,classical,blues
classical.00051.3.wav,classical,jazz
classical.00052.3.wav,classical,disco
classical.00052.7.wav,classical,rock
classical.00057.3.wav,classical,jazz
classical.00067.0.wav,classical,jazz
classical.00077.8.wav,classical,jazz
country.00000.2.wav,country,jazz
country.00006.6.wav,country,rock
country.00010.4.wav,country,rock
country.00011.6.wav,country,pop
country.00012.1.wav,country,rock
country.00012.3.wav,country,rock
country.00014.5.wav,country,pop
country.00014.9.wav,country,pop
country.00015.6.wav,country,jazz
country.00015.8.wav,country,rock
country.00016.1.wav,country,jazz
country.00016.3.wav,country,jazz
country.00016.7.wav,country,jazz
country.00017.7.wav,country,jazz
country.00020.0.wav,country,rock
country.00020.6.wav,country,rock
country.00020.8.wav,country,rock
country.00022.2.wav,country,jazz
country.00030.6.wav,country,jazz
country.00031.5.wav,country,classical
country.00033.0.wav,country,disco
country.00033.3.wav,country,pop
country.00033.6.wav,country,rock
country.00034.3.wav,country,jazz
country.00034.5.wav,country,rock
country.00034.6.wav,country,pop
country.00034.7.wav,country,reggae
country.00036.0.wav,country,reggae
country.00036.7.wav,country,jazz
country.00036.9.wav,country,jazz
country.00038.3.wav,country,disco
country.00038.6.wav,country,rock
country.00039.9.wav,country,rock
country.00041.6.wav,country,rock
country.00041.9.wav,country,rock
country.00042.9.wav,country,rock
country.00043.0.wav,country,rock
country.00045.2.wav,country,disco
country.00045.6.wav,country,reggae
country.00045.7.wav,country,pop
country.00049.7.wav,country,jazz
country.00049.9.wav,country,jazz
country.00051.3.wav,country,blues
country.00054.0.wav,country,blues
country.00055.8.wav,country,rock
country.00057.7.wav,country,rock
country.00057.8.wav,country,disco
country.00058.7.wav,country,blues
country.00059.0.wav,country,blues
country.00059.1.wav,country,blues
country.00059.6.wav,country,blues
country.00062.2.wav,country,disco
country.00062.4.wav,country,rock
country.00063.1.wav,country,disco
country.00064.3.wav,country,blues
country.00066.7.wav,country,rock
country.00067.1.wav,country,blues
country.00068.5.wav,country,blues
country.00069.0.wav,country,jazz
country.00069.5.wav,country,blues
country.00070.6.wav,country,rock
country.00075.9.wav,country,rock
country.00078.0.wav,country,reggae
country.00078.3.wav,country,reggae
country.00078.5.wav,country,blues
country.00079.6.wav,country,blues
country.00080.4.wav,country,rock
country.00081.5.wav,country,hiphop
country.00082.6.wav,country,hiphop
country.00086.4.wav,country,blues
country.00090.4.wav,country,blues
country.00091.8.wav,country,reggae
country.00092.0.wav,country,rock
country.00092.1.wav,country,metal
country.00092.5.wav,country,metal
country.00092.6.wav,country,metal
country.00095.3.wav,country,blues
country.00095.4.wav,country,blues
country.00095.7.wav,country,jazz
country.00095.9.wav,country,rock
country.00099.1.wav,country,blues
country.00099.3.wav,country,disco
country.00099.7.wav,country,rock
disco.00000.7.wav,disco,reggae
disco.00004.0.wav,disco,pop
disco.00010.8.wav,disco,reggae
disco.00015.6.wav,disco,country
disco.00016.2.wav,disco,reggae
disco.00019.1.wav,disco,rock
disco.00019.6.wav,disco,rock
disco.00020.1.wav,disco,rock
disco.00021.0.wav,disco,classical
disco.00023.8.wav,disco,pop
disco.00025.9.wav,disco,pop
disco.00027.2.wav,disco,reggae
disco.00027.3.wav,disco,reggae
disco.00027.7.wav,disco,hiphop
disco.00027.9.wav,disco,reggae
disco.00029.7.wav,disco,pop
disco.00030.7.wav,disco,hiphop
disco.00036.4.wav,disco,pop
disco.00039.3.wav,disco,pop
disco.00039.5.wav,disco,country
disco.00040.1.wav,disco,pop
disco.00040.7.wav,disco,hiphop
disco.00041.7.wav,disco,rock
disco.00044.3.wav,disco,rock
disco.00044.7.wav,disco,rock
disco.00047.6.wav,disco,classical
disco.00047.7.wav,disco,classical
disco.00048.3.wav,disco,metal
disco.00048.5.wav,disco,metal
disco.00048.6.wav,disco,rock
disco.00050.6.wav,disco,rock
disco.00051.6.wav,disco,rock
disco.00052.0.wav,disco,rock
disco.00054.4.wav,disco,country
disco.00055.4.wav,disco,country
disco.00055.9.wav,disco,country
disco.00057.1.wav,disco,rock
disco.00057.2.wav,disco,classical
disco.00057.5.wav,disco,rock
disco.00064.5.wav,disco,reggae
disco.00064.6.wav,disco,reggae
disco.00064.9.wav,disco,reggae
disco.00065.4.wav,disco,hiphop
disco.00067.0.wav,disco,rock
disco.00067.9.wav,disco,rock
disco.00069.2.wav,disco,rock
